feature,coef,std_err,p_value,pos_group,target,n,r2,q_value
z_bench,0.0796002,0.0696994,0.253433,IDL,log_pick,185,0.299607,0.580148
z_vertical,-0.093189,0.0893083,0.296739,IDL,log_pick,185,0.299607,0.60064
z_broad,0.283274,0.0996806,0.00448569,IDL,log_pick,185,0.299607,0.0608772
z_cone,0.0213249,0.0858059,0.803729,IDL,log_pick,185,0.299607,0.939431
z_shuttle,-0.0871954,0.0786244,0.267425,IDL,log_pick,185,0.299607,0.590427
forty_missing,0.261631,0.188172,0.164412,IDL,log_pick,185,0.299607,0.487103
bench_missing,0.167446,0.191178,0.381102,IDL,log_pick,185,0.299607,0.670458
vertical_missing,-0.0526997,0.240838,0.826792,IDL,log_pick,185,0.299607,0.939431
broad_missing,0.0187115,0.214662,0.930538,IDL,log_pick,185,0.299607,0.974155
agility_missing,0.150183,0.170186,0.377527,IDL,log_pick,185,0.299607,0.670458
age_at_draft,-0.303657,0.0789503,0.000119973,IDL,log_pick,185,0.299607,0.00280297
power_conf,0.0795452,0.291552,0.784981,IDL,log_pick,185,0.299607,0.939431
final_def_sacks_pg,0.16885,0.152693,0.268807,IDL,log_pick,185,0.299607,0.590427
final_def_sack_share,-0.0928534,0.111594,0.405375,IDL,log_pick,185,0.299607,0.69326
career_def_sacks_pg,-0.0202288,0.159392,0.89901,IDL,log_pick,185,0.299607,0.959617
final_def_pbu_pg,-0.0691233,0.063119,0.273461,IDL,log_pick,185,0.299607,0.590427
college_seasons,0.108971,0.0773578,0.158936,IDL,log_pick,185,0.299607,0.479331
draft_year_c,-0.629304,0.342493,0.0661478,IDL,log_pick,185,0.299607,0.300957
z_height_in,0.101354,0.202685,0.617034,IDL,drafted,255,0.238599,0.832712
z_weight_lb,0.644067,0.230896,0.00528021,IDL,drafted,255,0.238599,0.048189
z_forty,1.20386,0.255672,2.4943e-06,IDL,drafted,255,0.238599,0.000112243
z_bench,0.318439,0.22875,0.163897,IDL,drafted,255,0.238599,0.448416
z_vertical,-0.340466,0.228769,0.136685,IDL,drafted,255,0.238599,0.424193
z_broad,-0.270892,0.231599,0.242139,IDL,drafted,255,0.238599,0.531524
z_cone,0.0481359,0.221636,0.828064,IDL,drafted,255,0.238599,0.913702
z_shuttle,0.463654,0.215604,0.0315163,IDL,drafted,255,0.238599,0.182998
forty_missing,-0.305645,0.42757,0.474706,IDL,drafted,255,0.238599,0.730317
bench_missing,-0.19602,0.419667,0.640439,IDL,drafted,255,0.238599,0.835355
vertical_missing,-0.0950606,0.712417,0.89385,IDL,drafted,255,0.238599,0.932402
broad_missing,0.657287,0.683861,0.336481,IDL,drafted,255,0.238599,0.610535
agility_missing,-0.402965,0.423926,0.341831,IDL,drafted,255,0.238599,0.610535
power_conf,0.635811,0.630952,0.313599,IDL,drafted,255,0.238599,0.610535
final_def_sacks_pg,-0.114576,0.422039,0.786021,IDL,drafted,255,0.238599,0.895467
final_def_sack_share,0.760272,0.399655,0.0571289,IDL,drafted,255,0.238599,0.282402
career_def_sacks_pg,0.523728,0.390185,0.179514,IDL,drafted,255,0.238599,0.455105
final_def_pbu_pg,0.267191,0.194499,0.169524,IDL,drafted,255,0.238599,0.448416
college_seasons,-0.315111,0.19064,0.0983479,IDL,drafted,255,0.238599,0.334012
draft_year_c,0.26116,0.693437,0.706458,IDL,drafted,255,0.238599,0.843823
z_height_in,0.118293,0.0656218,0.0714427,IDL,draft_capital,255,0.227245,0.292266
z_weight_lb,0.261011,0.0712396,0.000248457,IDL,draft_capital,255,0.227245,0.00372685
z_forty,0.312971,0.0801943,9.51428e-05,IDL,draft_capital,255,0.227245,0.00165304
z_bench,0.0844876,0.0550805,0.125056,IDL,draft_capital,255,0.227245,0.401966
z_vertical,-0.0826555,0.0801784,0.30259,IDL,draft_capital,255,0.227245,0.615441
z_broad,0.1575,0.0888542,0.0763005,IDL,draft_capital,255,0.227245,0.305202
z_cone,-0.000174405,0.0708251,0.998035,IDL,draft_capital,255,0.227245,0.998035
z_shuttle,0.0369895,0.0619021,0.550141,IDL,draft_capital,255,0.227245,0.800897
forty_missing,0.1135,0.176404,0.519961,IDL,draft_capital,255,0.227245,0.792519
bench_missing,0.0862926,0.163753,0.598215,IDL,draft_capital,255,0.227245,0.813656
vertical_missing,0.0867526,0.20701,0.675162,IDL,draft_capital,255,0.227245,0.887075
broad_missing,0.00328716,0.183656,0.98572,IDL,draft_capital,255,0.227245,0.998035
agility_missing,0.00082514,0.155674,0.995771,IDL,draft_capital,255,0.227245,0.998035
power_conf,0.0896912,0.233783,0.701236,IDL,draft_capital,255,0.227245,0.890066
final_def_sacks_pg,0.199677,0.141179,0.157258,IDL,draft_capital,255,0.227245,0.47212
final_def_sack_share,-0.0637908,0.112695,0.571362,IDL,draft_capital,255,0.227245,0.809804
career_def_sacks_pg,0.0101818,0.141624,0.942687,IDL,draft_capital,255,0.227245,0.986533
final_def_pbu_pg,-0.00817625,0.0505857,0.871596,IDL,draft_capital,255,0.227245,0.986533
college_seasons,0.0147188,0.0674195,0.827182,IDL,draft_capital,255,0.227245,0.979558
draft_year_c,-0.503692,0.31083,0.10513,IDL,draft_capital,255,0.227245,0.371009
z_height_in,0.0760171,0.0631596,0.228755,LB,log_pick,213,0.386509,0.564461
z_weight_lb,0.152874,0.067132,0.0227734,LB,log_pick,213,0.386509,0.160257
z_forty,0.301645,0.0826962,0.000264674,LB,log_pick,213,0.386509,0.00457163
z_bench,0.0143528,0.0439174,0.743809,LB,log_pick,213,0.386509,0.939431
z_vertical,0.0288593,0.083625,0.730017,LB,log_pick,213,0.386509,0.937184
z_broad,0.0293341,0.102968,0.775732,LB,log_pick,213,0.386509,0.939431
z_cone,0.0952782,0.0608082,0.117147,LB,log_pick,213,0.386509,0.404899
z_shuttle,-0.0127024,0.0600147,0.832376,LB,log_pick,213,0.386509,0.939431
forty_missing,-0.0280463,0.191168,0.883361,LB,log_pick,213,0.386509,0.956064
bench_missing,0.0554942,0.121182,0.646995,LB,log_pick,213,0.386509,0.897293
vertical_missing,0.0572576,0.251613,0.819987,LB,log_pick,213,0.386509,0.939431
broad_missing,0.379649,0.262542,0.148164,LB,log_pick,213,0.386509,0.45405
agility_missing,-0.0908211,0.132191,0.492054,LB,log_pick,213,0.386509,0.772647
age_at_draft,-0.210853,0.0551791,0.000132772,LB,log_pick,213,0.386509,0.00280297
power_conf,0.0537305,0.148982,0.71836,LB,log_pick,213,0.386509,0.934852
final_def_sacks_pg,-0.00078767,0.0620704,0.989875,LB,log_pick,213,0.386509,0.995113
final_def_ball_production_pg,0.0720142,0.052068,0.16664,LB,log_pick,213,0.386509,0.487103
final_def_ff_pg,0.021503,0.0528189,0.683928,LB,log_pick,213,0.386509,0.912371
college_seasons,-0.0962076,0.0500803,0.0547231,LB,log_pick,213,0.386509,0.275321
draft_year_c,-0.271082,0.256976,0.291475,LB,log_pick,213,0.386509,0.60064
z_height_in,-0.275835,0.160907,0.0864819,LB,drafted,338,0.244473,0.331207
z_weight_lb,0.674123,0.207521,0.00116031,LB,drafted,338,0.244473,0.0189869
z_forty,1.01638,0.183343,2.96338e-08,LB,drafted,338,0.244473,2.66704e-06
z_bench,0.109618,0.15313,0.474086,LB,drafted,338,0.244473,0.730317
z_vertical,0.317314,0.212581,0.135524,LB,drafted,338,0.244473,0.424193
z_broad,0.144338,0.216598,0.505164,LB,drafted,338,0.244473,0.747476
z_cone,-0.174643,0.189547,0.356858,LB,drafted,338,0.244473,0.610535
z_shuttle,0.630988,0.220767,0.004261,LB,drafted,338,0.244473,0.0479363
forty_missing,0.788157,0.447405,0.0781335,LB,drafted,338,0.244473,0.3083
bench_missing,0.0983058,0.309803,0.751003,LB,drafted,338,0.244473,0.877796
vertical_missing,-1.23972,0.679367,0.0680277,LB,drafted,338,0.244473,0.298658
broad_missing,0.136075,0.62876,0.828662,LB,drafted,338,0.244473,0.913702
agility_missing,0.288979,0.32998,0.381168,LB,drafted,338,0.244473,0.623729
power_conf,0.361448,0.407663,0.375276,LB,drafted,338,0.244473,0.623729
final_def_sacks_pg,0.098982,0.147655,0.502627,LB,drafted,338,0.244473,0.747476
final_def_ball_production_pg,0.211066,0.170431,0.21556,LB,drafted,338,0.244473,0.510536
final_def_ff_pg,0.268427,0.144335,0.0629217,LB,drafted,338,0.244473,0.290408
college_seasons,-0.11039,0.1402,0.431061,LB,drafted,338,0.244473,0.686647
draft_year_c,-0.506649,0.545689,0.353171,LB,drafted,338,0.244473,0.610535
z_height_in,-0.00572197,0.0483839,0.90586,LB,draft_capital,338,0.349886,0.986533
z_weight_lb,0.233054,0.0553614,2.55722e-05,LB,draft_capital,338,0.349886,0.000511444
z_forty,0.362802,0.0613002,3.24985e-09,LB,draft_capital,338,0.349886,2.92487e-07
z_bench,0.0165694,0.0389073,0.670204,LB,draft_capital,338,0.349886,0.887034
z_vertical,0.0869785,0.067384,0.196777,LB,draft_capital,338,0.349886,0.528171
z_broad,0.0278516,0.0713532,0.696289,LB,draft_capital,338,0.349886,0.890066
z_cone,0.0248981,0.0525698,0.635772,LB,draft_capital,338,0.349886,0.847696
z_shuttle,0.0665728,0.0540602,0.218152,LB,draft_capital,338,0.349886,0.53064
forty_missing,0.0117232,0.141869,0.934143,LB,draft_capital,338,0.349886,0.986533
bench_missing,0.0623419,0.104746,0.551729,LB,draft_capital,338,0.349886,0.800897
vertical_missing,-0.138037,0.231443,0.550894,LB,draft_capital,338,0.349886,0.800897
broad_missing,0.224898,0.215413,0.296471,LB,draft_capital,338,0.349886,0.615441
agility_missing,0.000343361,0.0948393,0.997111,LB,draft_capital,338,0.349886,0.998035
power_conf,0.112104,0.109904,0.30772,LB,draft_capital,338,0.349886,0.615441
final_def_sacks_pg,0.00680818,0.048666,0.888742,LB,draft_capital,338,0.349886,0.986533
final_def_ball_production_pg,0.0876087,0.0392153,0.0254802,LB,draft_capital,338,0.349886,0.143326
final_def_ff_pg,0.0840878,0.0441193,0.0566608,LB,draft_capital,338,0.349886,0.261511
college_seasons,-0.114934,0.0408188,0.00486703,LB,draft_capital,338,0.349886,0.0438032
draft_year_c,-0.202811,0.198494,0.306899,LB,draft_capital,338,0.349886,0.615441
z_height_in,0.153826,0.0628353,0.0143617,CB,log_pick,269,0.265793,0.124033
z_weight_lb,-0.0675084,0.0685551,0.324756,CB,log_pick,269,0.265793,0.623268
z_forty,0.13945,0.0581423,0.016466,CB,log_pick,269,0.265793,0.136024
z_bench,0.0106683,0.062582,0.864642,CB,log_pick,269,0.265793,0.951186
z_vertical,0.0402699,0.0643976,0.531753,CB,log_pick,269,0.265793,0.808265
z_broad,0.171311,0.0735282,0.0198134,CB,log_pick,269,0.265793,0.14479
z_cone,0.0193943,0.0657349,0.767965,CB,log_pick,269,0.265793,0.939431
z_shuttle,0.033601,0.0658341,0.609779,CB,log_pick,269,0.265793,0.871204
forty_missing,0.0588939,0.213922,0.783081,CB,log_pick,269,0.265793,0.939431
bench_missing,-0.0268905,0.123758,0.827987,CB,log_pick,269,0.265793,0.939431
vertical_missing,0.349127,0.16797,0.0376628,CB,log_pick,269,0.265793,0.230836
broad_missing,-0.220852,0.146663,0.132106,CB,log_pick,269,0.265793,0.423525
agility_missing,0.129513,0.137854,0.347477,CB,log_pick,269,0.265793,0.653669
age_at_draft,-0.290755,0.0516891,1.85432e-08,CB,log_pick,269,0.265793,3.5232e-06
power_conf,0.194641,0.145962,0.182366,CB,log_pick,269,0.265793,0.502168
final_def_int_pg,0.0863502,0.0647376,0.182253,CB,log_pick,269,0.265793,0.502168
final_def_pbu_pg,-0.162716,0.0853233,0.0565132,CB,log_pick,269,0.265793,0.275321
career_def_ball_production_pg,0.108787,0.105033,0.30032,CB,log_pick,269,0.265793,0.60064
college_seasons,0.00327189,0.0527051,0.9505,CB,log_pick,269,0.265793,0.976683
draft_year_c,-0.389578,0.222599,0.0800944,CB,log_pick,269,0.265793,0.338176
z_height_in,0.00224096,0.158766,0.988738,CB,drafted,394,0.160759,0.988738
z_weight_lb,0.320035,0.162712,0.0491972,CB,drafted,394,0.160759,0.260456
z_forty,0.913482,0.16735,4.80116e-08,CB,drafted,394,0.160759,2.8807e-06
z_bench,0.205045,0.14463,0.156274,CB,drafted,394,0.160759,0.445025
z_vertical,0.167396,0.157817,0.288828,CB,drafted,394,0.160759,0.584146
z_broad,0.0785349,0.162629,0.62916,CB,drafted,394,0.160759,0.832712
z_cone,-0.146533,0.151399,0.333115,CB,drafted,394,0.160759,0.610535
z_shuttle,0.115357,0.125311,0.357278,CB,drafted,394,0.160759,0.610535
forty_missing,-0.815845,0.377565,0.0307103,CB,drafted,394,0.160759,0.182998
bench_missing,0.121924,0.294086,0.678444,CB,drafted,394,0.160759,0.843823
vertical_missing,0.0705646,0.48744,0.884896,CB,drafted,394,0.160759,0.932402
broad_missing,0.0962123,0.454868,0.832484,CB,drafted,394,0.160759,0.913702
agility_missing,0.3059,0.328866,0.352286,CB,drafted,394,0.160759,0.610535
power_conf,0.369316,0.335064,0.270364,CB,drafted,394,0.160759,0.565877
final_def_int_pg,0.234798,0.162963,0.149639,CB,drafted,394,0.160759,0.445025
final_def_pbu_pg,0.254889,0.21359,0.232729,CB,drafted,394,0.160759,0.523641
career_def_ball_production_pg,-0.147894,0.235293,0.529643,CB,drafted,394,0.160759,0.755398
college_seasons,-0.0153185,0.128738,0.905283,CB,drafted,394,0.160759,0.932402
draft_year_c,-0.509198,0.493389,0.302053,CB,drafted,394,0.160759,0.6001
z_height_in,0.0840628,0.0601299,0.162107,CB,draft_capital,394,0.202439,0.478348
z_weight_lb,0.0456551,0.0598412,0.445501,CB,draft_capital,394,0.202439,0.76402
z_forty,0.265696,0.0498623,9.89727e-08,CB,draft_capital,394,0.202439,3.56302e-06
z_bench,0.030639,0.0500877,0.540732,CB,draft_capital,394,0.202439,0.800897
z_vertical,0.0558931,0.0600526,0.35199,CB,draft_capital,394,0.202439,0.653178
z_broad,0.146896,0.0648479,0.0234983,CB,draft_capital,394,0.202439,0.137477
z_cone,-0.00734473,0.0536137,0.891036,CB,draft_capital,394,0.202439,0.986533
z_shuttle,0.0516418,0.0510495,0.311727,CB,draft_capital,394,0.202439,0.616603
forty_missing,-0.110695,0.153758,0.471567,CB,draft_capital,394,0.202439,0.775399
bench_missing,-0.0108701,0.107186,0.919222,CB,draft_capital,394,0.202439,0.986533
vertical_missing,0.292001,0.173069,0.0915655,CB,draft_capital,394,0.202439,0.343371
broad_missing,-0.180953,0.155495,0.244538,CB,draft_capital,394,0.202439,0.579169
agility_missing,0.190933,0.118518,0.10718,CB,draft_capital,394,0.202439,0.371009
power_conf,0.281806,0.117105,0.0161086,CB,draft_capital,394,0.202439,0.115213
final_def_int_pg,0.139211,0.0615344,0.0236766,CB,draft_capital,394,0.202439,0.137477
final_def_pbu_pg,-0.0443645,0.074086,0.549291,CB,draft_capital,394,0.202439,0.800897
career_def_ball_production_pg,0.0199853,0.0854172,0.815006,CB,draft_capital,394,0.202439,0.979558
college_seasons,-0.0380191,0.0450391,0.398593,CB,draft_capital,394,0.202439,0.708428
draft_year_c,-0.403179,0.181809,0.0265824,CB,draft_capital,394,0.202439,0.144995
z_height_in,0.00502988,0.0605342,0.933779,S,log_pick,204,0.255917,0.974155
z_weight_lb,0.0151592,0.0571871,0.790947,S,log_pick,204,0.255917,0.939431
z_forty,0.235813,0.0571663,3.70674e-05,S,log_pick,204,0.255917,0.00140856
z_bench,-0.0635289,0.0577506,0.271308,S,log_pick,204,0.255917,0.590427
z_vertical,0.0460667,0.0773292,0.551361,S,log_pick,204,0.255917,0.831047
z_broad,0.0889223,0.0744954,0.23261,S,log_pick,204,0.255917,0.564601
z_cone,-0.0111961,0.0840292,0.894003,S,log_pick,204,0.255917,0.959617
z_shuttle,0.0359822,0.0817224,0.659721,S,log_pick,204,0.255917,0.900225
forty_missing,-0.0317869,0.131572,0.809096,S,log_pick,204,0.255917,0.939431
bench_missing,0.122169,0.113378,0.28124,S,log_pick,204,0.255917,0.59373
vertical_missing,0.0584023,0.314502,0.852682,S,log_pick,204,0.255917,0.951186
broad_missing,0.220703,0.307715,0.47323,S,log_pick,204,0.255917,0.755577
agility_missing,-0.062323,0.157046,0.691481,S,log_pick,204,0.255917,0.912371
age_at_draft,-0.206173,0.055523,0.000204591,S,log_pick,204,0.255917,0.00388723
power_conf,0.309813,0.159834,0.0525818,S,log_pick,204,0.255917,0.275321
final_def_int_pg,0.017517,0.103872,0.866079,S,log_pick,204,0.255917,0.951186
final_def_pbu_pg,-0.0679382,0.0896843,0.448735,S,log_pick,204,0.255917,0.722539
career_def_ball_production_pg,0.0629441,0.120067,0.600111,S,log_pick,204,0.255917,0.870883
final_def_sacks_pg,0.0283546,0.0541374,0.600451,S,log_pick,204,0.255917,0.870883
college_seasons,0.0414079,0.0479825,0.388149,S,log_pick,204,0.255917,0.67659
draft_year_c,-0.393669,0.202644,0.0520572,S,log_pick,204,0.255917,0.275321
z_height_in,0.073604,0.167103,0.659597,S,drafted,316,0.168972,0.843823
z_weight_lb,0.431108,0.16857,0.0105444,S,drafted,316,0.168972,0.0790832
z_forty,0.688764,0.179874,0.000128591,S,drafted,316,0.168972,0.00257182
z_bench,0.190221,0.133825,0.155195,S,drafted,316,0.168972,0.445025
z_vertical,0.0593862,0.196334,0.762289,S,drafted,316,0.168972,0.879565
z_broad,0.137577,0.211135,0.514655,S,drafted,316,0.168972,0.749349
z_cone,0.0961284,0.171013,0.57404,S,drafted,316,0.168972,0.794824
z_shuttle,-0.0179836,0.172278,0.916862,S,drafted,316,0.168972,0.932402
forty_missing,0.372765,0.406839,0.359537,S,drafted,316,0.168972,0.610535
bench_missing,0.140782,0.313069,0.652938,S,drafted,316,0.168972,0.843823
vertical_missing,0.134239,0.723956,0.852897,S,drafted,316,0.168972,0.929848
broad_missing,-0.251953,0.672389,0.707874,S,drafted,316,0.168972,0.843823
agility_missing,0.42073,0.355873,0.237108,S,drafted,316,0.168972,0.526906
power_conf,0.276918,0.385422,0.472462,S,drafted,316,0.168972,0.730317
final_def_int_pg,0.353491,0.201102,0.0787878,S,drafted,316,0.168972,0.3083
final_def_pbu_pg,-0.0238061,0.1634,0.884164,S,drafted,316,0.168972,0.932402
career_def_ball_production_pg,0.119272,0.226402,0.598322,S,drafted,316,0.168972,0.822121
final_def_sacks_pg,0.0505019,0.281311,0.857527,S,drafted,316,0.168972,0.929848
college_seasons,-0.0465495,0.152645,0.760402,S,drafted,316,0.168972,0.879565
draft_year_c,-0.314419,0.539141,0.559768,S,drafted,316,0.168972,0.781072
z_height_in,0.0288886,0.0540531,0.593032,S,draft_capital,316,0.225811,0.813656
z_weight_lb,0.0948182,0.0509169,0.0625728,S,draft_capital,316,0.225811,0.277401
z_forty,0.287619,0.0519475,3.08189e-08,S,draft_capital,316,0.225811,1.84913e-06
z_bench,-0.00699786,0.0382561,0.85486,S,draft_capital,316,0.225811,0.986376
z_vertical,0.0432324,0.0676305,0.522664,S,draft_capital,316,0.225811,0.792519
z_broad,0.0570888,0.0656988,0.384876,S,draft_capital,316,0.225811,0.699774
z_cone,-0.0042608,0.0517852,0.934425,S,draft_capital,316,0.225811,0.986533
z_shuttle,-0.00336103,0.0563185,0.952411,S,draft_capital,316,0.225811,0.990948
forty_missing,0.0228108,0.120782,0.850203,S,draft_capital,316,0.225811,0.986376
bench_missing,0.153549,0.0994181,0.122472,S,draft_capital,316,0.225811,0.400819
vertical_missing,0.065046,0.249271,0.794135,S,draft_capital,316,0.225811,0.971656
broad_missing,0.0774139,0.244537,0.751567,S,draft_capital,316,0.225811,0.939459
agility_missing,0.00218841,0.115644,0.984902,S,draft_capital,316,0.225811,0.998035
power_conf,0.272749,0.11291,0.0157076,S,draft_capital,316,0.225811,0.115213
final_def_int_pg,0.0635883,0.0675588,0.346588,S,draft_capital,316,0.225811,0.649852
final_def_pbu_pg,-0.0525591,0.0635958,0.408546,S,draft_capital,316,0.225811,0.713964
career_def_ball_production_pg,0.0867168,0.0823717,0.292456,S,draft_capital,316,0.225811,0.615441
final_def_sacks_pg,0.0305002,0.0949874,0.748137,S,draft_capital,316,0.225811,0.939459
college_seasons,0.0357379,0.0421246,0.396224,S,draft_capital,316,0.225811,0.708428
draft_year_c,-0.367921,0.17448,0.0349727,S,draft_capital,316,0.225811,0.174864
