feature,coef,std_err,p_value,pos_group,target,n,r2,q_value
power_conf,0.259436,0.221878,0.242294,EDGE,drafted,925,0.155631,0.42585
fbs,0.45178,0.359229,0.208522,EDGE,drafted,925,0.155631,0.398713
draft_year_c,-0.361238,0.141889,0.0108993,EDGE,drafted,925,0.155631,0.0611765
z_height_in,0.0874791,0.0351662,0.0128612,EDGE,draft_capital,925,0.25899,0.0456704
z_weight_lb,0.280844,0.0392167,7.98899e-13,EDGE,draft_capital,925,0.25899,1.98583e-11
z_forty,0.446626,0.0455403,1.04768e-22,EDGE,draft_capital,925,0.25899,6.07655e-21
z_bench,0.0246624,0.0350952,0.482225,EDGE,draft_capital,925,0.25899,0.634921
z_vertical,-0.0289181,0.0418911,0.489995,EDGE,draft_capital,925,0.25899,0.636262
z_broad,0.155539,0.0504837,0.00206322,EDGE,draft_capital,925,0.25899,0.0108788
z_cone,0.104268,0.040021,0.00917887,EDGE,draft_capital,925,0.25899,0.0371424
z_shuttle,0.0547556,0.0384023,0.153915,EDGE,draft_capital,925,0.25899,0.27897
forty_missing,0.181076,0.135433,0.181219,EDGE,draft_capital,925,0.25899,0.318506
bench_missing,0.239104,0.0829969,0.00396577,EDGE,draft_capital,925,0.25899,0.0181591
vertical_missing,0.162813,0.1657,0.325817,EDGE,draft_capital,925,0.25899,0.488725
broad_missing,-0.0187799,0.154507,0.903257,EDGE,draft_capital,925,0.25899,0.941119
agility_missing,-0.241177,0.09385,0.0101753,EDGE,draft_capital,925,0.25899,0.0393444
power_conf,0.075835,0.0848924,0.371693,EDGE,draft_capital,925,0.25899,0.521569
fbs,0.466538,0.101827,4.613e-06,EDGE,draft_capital,925,0.25899,4.45923e-05
draft_year_c,-0.158889,0.0592793,0.00735477,EDGE,draft_capital,925,0.25899,0.0304697
z_height_in,0.0837409,0.0473296,0.0768417,IDL,log_pick,492,0.223214,0.189543
z_weight_lb,0.225296,0.051911,1.42456e-05,IDL,log_pick,492,0.223214,0.000119792
z_forty,0.198217,0.0564411,0.00044487,IDL,log_pick,492,0.223214,0.00283796
z_bench,0.109785,0.0399655,0.00601418,IDL,log_pick,492,0.223214,0.0278156
z_vertical,2.13447e-05,0.0633476,0.999731,IDL,log_pick,492,0.223214,0.999731
z_broad,0.147545,0.0623147,0.0178968,IDL,log_pick,492,0.223214,0.0675696
z_cone,0.173021,0.055194,0.00171979,IDL,log_pick,492,0.223214,0.00862657
z_shuttle,-0.163568,0.0521939,0.00172531,IDL,log_pick,492,0.223214,0.00862657
forty_missing,0.218359,0.168003,0.193691,IDL,log_pick,492,0.223214,0.341266
bench_missing,0.137977,0.0985522,0.161502,IDL,log_pick,492,0.223214,0.311228
vertical_missing,-0.0445191,0.189656,0.814414,IDL,log_pick,492,0.223214,0.873937
broad_missing,0.106579,0.204352,0.601987,IDL,log_pick,492,0.223214,0.743305
agility_missing,-0.0254913,0.110251,0.817151,IDL,log_pick,492,0.223214,0.873937
age_at_draft,-0.255573,0.042148,1.33018e-09,IDL,log_pick,492,0.223214,3.07605e-08
power_conf,0.256584,0.119016,0.0310937,IDL,log_pick,492,0.223214,0.0991781
fbs,0.25929,0.203539,0.202696,IDL,log_pick,492,0.223214,0.353762
draft_year_c,-0.328877,0.0624489,1.39166e-07,IDL,log_pick,492,0.223214,1.60911e-06
z_height_in,0.121169,0.0997924,0.224666,IDL,drafted,707,0.112611,0.416299
z_weight_lb,0.60227,0.123782,1.14118e-06,IDL,drafted,707,0.112611,1.65472e-05
z_forty,0.730075,0.118288,6.74283e-10,IDL,drafted,707,0.112611,1.67608e-08
z_bench,0.167101,0.0951287,0.0789895,IDL,drafted,707,0.112611,0.236968
z_vertical,-0.152225,0.122974,0.215769,IDL,drafted,707,0.112611,0.408084
z_broad,-0.0132526,0.12768,0.917332,IDL,drafted,707,0.112611,0.973267
z_cone,0.0562058,0.127437,0.65918,IDL,drafted,707,0.112611,0.76978
z_shuttle,0.264628,0.123444,0.032056,IDL,drafted,707,0.112611,0.128216
forty_missing,-0.390735,0.336722,0.245883,IDL,drafted,707,0.112611,0.427836
bench_missing,0.0178158,0.207044,0.931428,IDL,drafted,707,0.112611,0.976316
vertical_missing,0.521505,0.399483,0.191739,IDL,drafted,707,0.112611,0.387938
broad_missing,-0.0678073,0.383725,0.859738,IDL,drafted,707,0.112611,0.929157
agility_missing,0.0151192,0.2322,0.948084,IDL,drafted,707,0.112611,0.984286
power_conf,0.194115,0.280274,0.488568,IDL,drafted,707,0.112611,0.634409
fbs,0.547833,0.58668,0.350415,IDL,drafted,707,0.112611,0.539576
draft_year_c,-0.248628,0.136891,0.0693314,IDL,drafted,707,0.112611,0.215423
z_height_in,0.105287,0.0408621,0.00997668,IDL,draft_capital,707,0.19086,0.0393444
z_weight_lb,0.263746,0.0422763,4.41447e-10,IDL,draft_capital,707,0.19086,6.98289e-09
z_forty,0.291766,0.0476946,9.51221e-10,IDL,draft_capital,707,0.19086,1.37927e-08
z_bench,0.110373,0.0351219,0.00167471,IDL,draft_capital,707,0.19086,0.00910621
z_vertical,-0.0359291,0.0537383,0.503755,IDL,draft_capital,707,0.19086,0.64199
z_broad,0.0905102,0.0563201,0.10804,IDL,draft_capital,707,0.19086,0.218592
z_cone,0.140022,0.0502556,0.0053329,IDL,draft_capital,707,0.19086,0.023793
z_shuttle,-0.0467789,0.0479643,0.329418,IDL,draft_capital,707,0.19086,0.489904
forty_missing,-0.0249796,0.145837,0.864,IDL,draft_capital,707,0.19086,0.941119
bench_missing,0.0813592,0.0884306,0.357555,IDL,draft_capital,707,0.19086,0.505809
vertical_missing,0.145166,0.152915,0.342455,IDL,draft_capital,707,0.19086,0.496559
broad_missing,0.0246187,0.160106,0.877795,IDL,draft_capital,707,0.19086,0.941119
agility_missing,-0.0120404,0.0959807,0.900171,IDL,draft_capital,707,0.19086,0.941119
power_conf,0.251199,0.104294,0.0160147,IDL,draft_capital,707,0.19086,0.0525765
fbs,0.404506,0.166044,0.0148454,IDL,draft_capital,707,0.19086,0.050649
draft_year_c,-0.244788,0.054651,7.49518e-06,IDL,draft_capital,707,0.19086,6.86401e-05
z_height_in,0.0101038,0.0374383,0.787254,LB,log_pick,510,0.244721,0.866917
z_weight_lb,0.134888,0.037751,0.000352776,LB,log_pick,510,0.244721,0.00233084
z_forty,0.230703,0.0420274,4.0339e-08,LB,log_pick,510,0.244721,5.3305e-07
z_bench,-0.037013,0.0301363,0.219376,LB,log_pick,510,0.244721,0.372336
z_vertical,0.0545728,0.0478358,0.253939,LB,log_pick,510,0.244721,0.404989
z_broad,0.0484085,0.0602783,0.421926,LB,log_pick,510,0.244721,0.59585
z_cone,0.0409502,0.0343723,0.233507,LB,log_pick,510,0.244721,0.389178
z_shuttle,-0.00872369,0.0377511,0.817249,LB,log_pick,510,0.244721,0.873937
forty_missing,-0.0375053,0.120199,0.755021,LB,log_pick,510,0.244721,0.856926
bench_missing,0.138481,0.0801993,0.0842204,LB,log_pick,510,0.244721,0.195441
vertical_missing,0.104036,0.131422,0.428584,LB,log_pick,510,0.244721,0.596151
broad_missing,0.11948,0.127691,0.349426,LB,log_pick,510,0.244721,0.50503
agility_missing,-0.119994,0.0772999,0.120586,LB,log_pick,510,0.244721,0.245148
age_at_draft,-0.200707,0.0338579,3.06769e-09,LB,log_pick,510,0.244721,5.67522e-08
power_conf,0.180447,0.0866262,0.0372462,LB,log_pick,510,0.244721,0.114843
fbs,0.0333554,0.194437,0.863792,LB,log_pick,510,0.244721,0.902834
draft_year_c,-0.190411,0.0568702,0.000813481,LB,log_pick,510,0.244721,0.00456042
z_height_in,-0.0620627,0.092591,0.502674,LB,drafted,792,0.155376,0.647891
z_weight_lb,0.422432,0.100363,2.56464e-05,LB,drafted,792,0.155376,0.000318749
z_forty,0.83536,0.112476,1.11089e-13,LB,drafted,792,0.155376,4.83238e-12
z_bench,0.207279,0.0968972,0.0324223,LB,drafted,792,0.155376,0.128216
z_vertical,0.0865372,0.121393,0.475927,LB,drafted,792,0.155376,0.625965
z_broad,0.117047,0.132146,0.375756,LB,drafted,792,0.155376,0.549425
z_cone,0.126865,0.105684,0.229979,LB,drafted,792,0.155376,0.416299
z_shuttle,0.149977,0.106521,0.159146,LB,drafted,792,0.155376,0.337701
forty_missing,0.274034,0.305089,0.369072,LB,drafted,792,0.155376,0.548877
bench_missing,-0.142942,0.196394,0.466716,LB,drafted,792,0.155376,0.619913
vertical_missing,-0.36424,0.362914,0.315545,LB,drafted,792,0.155376,0.499135
broad_missing,-0.0980962,0.353774,0.781562,LB,drafted,792,0.155376,0.866189
agility_missing,0.352543,0.211324,0.0952644,LB,drafted,792,0.155376,0.253586
power_conf,0.212665,0.227563,0.350029,LB,drafted,792,0.155376,0.539576
fbs,0.693487,0.538241,0.197596,LB,drafted,792,0.155376,0.395192
draft_year_c,-0.466561,0.142316,0.0010442,LB,drafted,792,0.155376,0.010035
z_height_in,-0.0103453,0.0319205,0.745865,LB,draft_capital,792,0.234737,0.831926
z_weight_lb,0.174613,0.0324339,7.29947e-08,LB,draft_capital,792,0.234737,8.46739e-07
z_forty,0.308318,0.0348177,8.35242e-19,LB,draft_capital,792,0.234737,2.4222e-17
z_bench,0.00915855,0.025497,0.719444,LB,draft_capital,792,0.234737,0.812879
z_vertical,0.0561269,0.0412364,0.173482,LB,draft_capital,792,0.234737,0.308019
z_broad,0.0726561,0.0502798,0.148448,LB,draft_capital,792,0.234737,0.271894
z_cone,0.0337718,0.0320202,0.291562,LB,draft_capital,792,0.234737,0.461198
z_shuttle,0.0108781,0.0327889,0.740068,LB,draft_capital,792,0.234737,0.830787
forty_missing,-0.0534061,0.102284,0.601578,LB,draft_capital,792,0.234737,0.71745
bench_missing,0.0834554,0.0677459,0.217991,LB,draft_capital,792,0.234737,0.359016
vertical_missing,0.0187318,0.122696,0.878659,LB,draft_capital,792,0.234737,0.941119
broad_missing,0.0537667,0.118605,0.650316,LB,draft_capital,792,0.234737,0.76456
agility_missing,-0.0168774,0.0636085,0.790754,LB,draft_capital,792,0.234737,0.876377
power_conf,0.144847,0.0691504,0.0362008,LB,draft_capital,792,0.234737,0.0926315
fbs,0.218082,0.136594,0.110361,LB,draft_capital,792,0.234737,0.220721
draft_year_c,-0.168581,0.0461844,0.000262062,LB,draft_capital,792,0.234737,0.0017538
z_height_in,0.106765,0.0398718,0.00741289,CB,log_pick,631,0.248392,0.0318927
z_weight_lb,0.0599003,0.0376887,0.111983,CB,log_pick,631,0.248392,0.232774
z_forty,0.200658,0.0334571,2.00401e-09,CB,log_pick,631,0.248392,4.11936e-08
z_bench,0.0446985,0.0283723,0.115158,CB,log_pick,631,0.248392,0.236714
z_vertical,0.00515832,0.0374892,0.890561,CB,log_pick,631,0.248392,0.918216
z_broad,0.144653,0.0422611,0.000619678,CB,log_pick,631,0.248392,0.00369808
z_cone,0.0204305,0.0347383,0.556448,CB,log_pick,631,0.248392,0.705088
z_shuttle,0.0453673,0.0371972,0.2226,CB,log_pick,631,0.248392,0.374373
forty_missing,0.0925831,0.198927,0.641637,CB,log_pick,631,0.248392,0.770798
bench_missing,0.00630406,0.0790965,0.936475,CB,log_pick,631,0.248392,0.951912
vertical_missing,0.326489,0.131816,0.0132548,CB,log_pick,631,0.248392,0.0533075
broad_missing,-0.230573,0.121582,0.0579007,CB,log_pick,631,0.248392,0.157524
agility_missing,0.107183,0.0772168,0.165113,CB,log_pick,631,0.248392,0.314906
age_at_draft,-0.209912,0.0333961,3.26798e-10,CB,log_pick,631,0.248392,1.00763e-08
power_conf,0.238991,0.0844833,0.00467154,CB,log_pick,631,0.248392,0.0221599
fbs,0.110376,0.107622,0.305087,CB,log_pick,631,0.248392,0.446945
draft_year_c,-0.277116,0.048448,1.06608e-08,CB,log_pick,631,0.248392,1.79295e-07
z_height_in,0.0256675,0.10729,0.810924,CB,drafted,906,0.163954,0.887426
z_weight_lb,0.236855,0.101759,0.0199333,CB,drafted,906,0.163954,0.0937403
z_forty,0.890702,0.104619,1.68397e-17,CB,drafted,906,0.163954,1.46505e-15
z_bench,0.198015,0.0902727,0.0282698,CB,drafted,906,0.163954,0.120694
z_vertical,0.000400885,0.11132,0.997127,CB,drafted,906,0.163954,0.997127
z_broad,0.188057,0.111823,0.0926198,CB,drafted,906,0.163954,0.253586
z_cone,0.031976,0.0987312,0.746037,CB,drafted,906,0.163954,0.844924
z_shuttle,0.178182,0.0970822,0.06645,CB,drafted,906,0.163954,0.210224
forty_missing,-0.939139,0.310234,0.00246832,CB,drafted,906,0.163954,0.0195222
bench_missing,0.0998731,0.201441,0.62004,CB,drafted,906,0.163954,0.744048
vertical_missing,0.457981,0.381575,0.230047,CB,drafted,906,0.163954,0.416299
broad_missing,-0.175427,0.377468,0.642113,CB,drafted,906,0.163954,0.754917
agility_missing,-0.289547,0.199304,0.146281,CB,drafted,906,0.163954,0.318162
power_conf,-0.199201,0.22364,0.373078,CB,drafted,906,0.163954,0.549425
fbs,0.772417,0.352513,0.0284394,CB,drafted,906,0.163954,0.120694
draft_year_c,-0.258875,0.133377,0.0522679,CB,drafted,906,0.163954,0.185604
z_height_in,0.0613158,0.0360321,0.0888111,CB,draft_capital,906,0.250801,0.190779
z_weight_lb,0.109227,0.0340231,0.0013256,CB,draft_capital,906,0.250801,0.00744048
z_forty,0.318025,0.0292154,1.35102e-27,CB,draft_capital,906,0.250801,1.17539e-25
z_bench,0.0637423,0.0264078,0.0157883,CB,draft_capital,906,0.250801,0.0525765
z_vertical,-0.00477502,0.0349982,0.891476,CB,draft_capital,906,0.250801,0.941119
z_broad,0.142631,0.0381065,0.000181873,CB,draft_capital,906,0.250801,0.00135211
z_cone,0.019902,0.0305556,0.514829,CB,draft_capital,906,0.250801,0.648551
z_shuttle,0.0752192,0.031861,0.0182329,CB,draft_capital,906,0.250801,0.0587504
forty_missing,-0.170835,0.138895,0.218711,CB,draft_capital,906,0.250801,0.359016
bench_missing,0.0277487,0.0683973,0.684964,CB,draft_capital,906,0.250801,0.789296
vertical_missing,0.382323,0.132157,0.00381646,CB,draft_capital,906,0.250801,0.0179477
broad_missing,-0.261413,0.126259,0.0384099,CB,draft_capital,906,0.250801,0.0968597
agility_missing,0.0323607,0.0672827,0.630541,CB,draft_capital,906,0.250801,0.746354
power_conf,0.149468,0.0711243,0.0355966,CB,draft_capital,906,0.250801,0.092445
fbs,0.237061,0.0945815,0.012196,CB,draft_capital,906,0.250801,0.0442106
draft_year_c,-0.207009,0.0431163,1.57732e-06,CB,draft_capital,906,0.250801,1.61443e-05
z_height_in,-0.0621115,0.0376506,0.0990087,S,log_pick,457,0.209175,0.223373
z_weight_lb,0.0828325,0.0442603,0.0612778,S,log_pick,457,0.209175,0.160769
z_forty,0.222701,0.0392161,1.35631e-08,S,log_pick,457,0.209175,2.08751e-07
z_bench,-0.0507572,0.0388498,0.191383,S,log_pick,457,0.209175,0.340441
z_vertical,0.0338384,0.0472568,0.473958,S,log_pick,457,0.209175,0.635378
z_broad,0.062871,0.0457496,0.169367,S,log_pick,457,0.209175,0.316494
z_cone,0.0661511,0.038347,0.0845152,S,log_pick,457,0.209175,0.195441
z_shuttle,0.0315007,0.0395119,0.425309,S,log_pick,457,0.209175,0.596077
forty_missing,-0.032891,0.111897,0.768803,S,log_pick,457,0.209175,0.861992
bench_missing,0.148469,0.0923813,0.108026,S,log_pick,457,0.209175,0.2271
vertical_missing,-0.015984,0.184162,0.930836,S,log_pick,457,0.209175,0.951407
broad_missing,0.137296,0.17941,0.444113,S,log_pick,457,0.209175,0.608599
agility_missing,0.0554118,0.088511,0.531286,S,log_pick,457,0.209175,0.682555
age_at_draft,-0.203601,0.0383571,1.10817e-07,S,log_pick,457,0.209175,1.36675e-06
power_conf,0.0497636,0.095598,0.60268,S,log_pick,457,0.209175,0.743305
fbs,0.303708,0.175067,0.0827743,S,log_pick,457,0.209175,0.195441
draft_year_c,-0.129075,0.058577,0.0275587,S,log_pick,457,0.209175,0.0926051
z_height_in,0.191737,0.101592,0.0591152,S,drafted,714,0.151721,0.197809
z_weight_lb,0.315226,0.105485,0.00280484,S,drafted,714,0.151721,0.0207528
z_forty,0.841541,0.117603,8.32086e-13,S,drafted,714,0.151721,2.89566e-11
z_bench,0.0078047,0.0888506,0.930003,S,drafted,714,0.151721,0.976316
z_vertical,0.228267,0.123425,0.0643946,S,drafted,714,0.151721,0.207494
z_broad,-0.0603851,0.140251,0.666794,S,drafted,714,0.151721,0.773481
z_cone,0.153997,0.103888,0.138252,S,drafted,714,0.151721,0.318162
z_shuttle,0.0852773,0.105884,0.420599,S,drafted,714,0.151721,0.576253
forty_missing,0.303933,0.336394,0.366259,S,drafted,714,0.151721,0.548877
bench_missing,-0.158116,0.210307,0.45215,S,drafted,714,0.151721,0.605185
vertical_missing,-0.165081,0.424604,0.697433,S,drafted,714,0.151721,0.799501
broad_missing,0.105493,0.414131,0.798929,S,drafted,714,0.151721,0.879833
agility_missing,0.278582,0.21977,0.204938,S,drafted,714,0.151721,0.398713
power_conf,0.186986,0.234723,0.425671,S,drafted,714,0.151721,0.578646
fbs,-0.171791,0.443375,0.698414,S,drafted,714,0.151721,0.799501
draft_year_c,-0.318222,0.138714,0.0217857,S,drafted,714,0.151721,0.0997557
z_height_in,-0.0177206,0.0323512,0.58386,S,draft_capital,714,0.204027,0.707325
z_weight_lb,0.139803,0.0367357,0.000141445,S,draft_capital,714,0.204027,0.0011187
z_forty,0.299907,0.0330962,1.28447e-19,S,draft_capital,714,0.204027,4.46997e-18
z_bench,-0.0493099,0.0292144,0.0914375,S,draft_capital,714,0.204027,0.194026
z_vertical,0.0603629,0.040008,0.131357,S,draft_capital,714,0.204027,0.248437
z_broad,0.0168428,0.0410451,0.68155,S,draft_capital,714,0.204027,0.789296
z_cone,0.0602146,0.0296375,0.0421839,S,draft_capital,714,0.204027,0.104814
z_shuttle,0.0279302,0.0320757,0.383886,S,draft_capital,714,0.204027,0.534369
forty_missing,-0.00142009,0.104902,0.989199,S,draft_capital,714,0.204027,0.989199
bench_missing,0.0962178,0.072893,0.18684,S,draft_capital,714,0.204027,0.325101
vertical_missing,-0.0192347,0.150994,0.898634,S,draft_capital,714,0.204027,0.941119
broad_missing,0.0815322,0.149448,0.585373,S,draft_capital,714,0.204027,0.707325
agility_missing,0.0695013,0.072365,0.336841,S,draft_capital,714,0.204027,0.495176
power_conf,0.114087,0.0735277,0.120754,S,draft_capital,714,0.204027,0.236081
fbs,0.0853789,0.120341,0.478031,S,draft_capital,714,0.204027,0.634921
draft_year_c,-0.0997085,0.045792,0.0294492,S,draft_capital,714,0.204027,0.0800649
